consensus,rounds
1.989996,6308
1.989984,4441
1.989996,4636
1.989996,5568
1.989996,4411
1.989996,6131
1.990023,4481
1.989997,5582
1.989996,5977
1.989996,5009
1.990007,4313
1.989996,5019
1.989999,4287
1.989996,5695
1.990021,4243
1.989996,5369
1.989996,5397
1.989996,5961
1.989996,4714
1.990000,4424
1.989996,4687
1.989996,5645
1.989996,5027
1.989996,5041
1.989996,6362
1.989996,5680
1.989996,4865
1.989996,5364
1.989997,5536
1.989997,4932
1.989996,4685
1.989996,4614
1.989996,5808
1.989996,5148
1.989996,5223
1.989996,4685
1.990012,4500
1.989997,4622
1.989996,5620
1.989997,4835
1.989979,4381
1.989996,5362
1.989997,4498
1.989996,5287
1.989996,5017
1.989996,5482
1.989996,5330
1.989996,5474
1.989996,6070
1.989996,4744
1.989996,5186
1.989996,6123
1.989997,4841
1.989996,5510
1.989996,5155
1.989996,5251
1.989996,4948
1.989996,4777
1.989997,4664
1.989996,4977
1.989996,5227
1.989996,4699
1.989997,4923
1.989997,5049
1.989996,5389
1.989996,4687
1.989996,5940
1.989996,6258
1.989996,4788
1.989996,4963
1.989981,4691
1.989996,5366
1.989997,4585
1.989996,5151
1.989996,4926
1.989996,4836
